ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID
17430968,9.28E-16,6.38E-18,-25.9183356,31.12429,-2.36354508,chr4(-):133253090-133263113
17214197,9.44E-16,6.51E-18,25.8932918,31.10341,3.229062,chr1(+):74375203-74386062
17320019,9.69E-16,6.71E-18,25.8572115,31.07328,2.70759897,chr15(-):84943936-84988551
17496599,9.76E-16,6.77E-18,-25.8447398,31.06286,-2.17403347,chr7(-):127133464-127137823
17284455,1.01E-15,7.03E-18,25.8003534,31.02572,5.67142186,chr12(-):114093928-114094221
17431607,1.01E-15,7.05E-18,25.7959181,31.02201,4.09590022,chr4(-):136880129-136886187
17531591,1.05E-15,7.34E-18,-25.7464443,30.98053,-1.60471525,chr9(-):110624789-110654161
17299867,1.15E-15,8.10E-18,-25.6280417,30.88095,-1.94985639,chr14(+):52972759-52973034
17299944,1.15E-15,8.10E-18,-25.6280417,30.88095,-1.94985639,chr14(+):53283896-53284171
17521218,1.22E-15,8.65E-18,-25.5480494,30.81342,-2.39714586,chr9(+):106453838-106464012
17338378,1.25E-15,8.88E-18,25.5166318,30.78684,2.74487719,chr17(+):48264293-48275360
17478745,1.26E-15,9.02E-18,-25.4980405,30.7711,-1.40252414,chr7(+):58658202-58829426
17414482,1.29E-15,9.25E-18,25.4680478,30.74568,2.55680128,chr4(+):59805650-59904740
17513806,1.31E-15,9.49E-18,25.437534,30.71978,1.84771306,chr8(-):122625136-122699109
17338364,1.31E-15,9.50E-18,25.436402,30.71882,3.26201744,chr17(+):48232739-48246924
17329013,1.31E-15,9.51E-18,25.435184,30.71779,5.53941389,chr16(-):19085017-19085460
17502874,1.35E-15,9.79E-18,25.40025,30.6881,2.77043733,chr8(+):83165352-83272940
17292775,1.36E-15,9.88E-18,25.38923,30.67873,2.66781342,chr13(-):55005985-55021385
17498502,1.37E-15,9.99E-18,25.3757506,30.66726,1.61438392,chr7(-):144929931-144939925
17280327,1.41E-15,1.03E-17,25.3391784,30.63611,2.39864731,chr12(-):26442743-26456452
17442128,1.42E-15,1.04E-17,-25.32203,30.62149,-2.34713086,chr5(+):122643911-122691432
17415897,1.46E-15,1.08E-17,-25.2822904,30.58757,-2.30386208,chr4(+):101068983-101152370
17357389,1.48E-15,1.09E-17,-25.2668374,30.57436,-2.47185967,chr19(+):8989260-9076919
17545936,1.51E-15,1.12E-17,-25.2390181,30.55057,-4.49148158,chrX(-):163976822-164028010
17467451,1.53E-15,1.14E-17,25.2201646,30.53443,3.70222864,chr6(-):69416895-69417178
17405478,1.56E-15,1.17E-17,25.1913358,30.50973,2.79866344,chr3(-):59207892-59210882
17510136,1.56E-15,1.17E-17,25.1844105,30.5038,3.06116672,chr8(-):70762773-70767151
17284636,1.76E-15,1.33E-17,25.038911,30.37868,3.83632864,chr12(-):115765333-115765635
17296558,1.85E-15,1.40E-17,24.9771805,30.32538,3.11389261,chr13(-):120034605-120052130
17467395,1.89E-15,1.43E-17,24.946784,30.29909,2.44806942,chr6(-):68755038-68755593
17467469,1.90E-15,1.44E-17,24.9400278,30.29324,4.72424361,chr6(-):69648824-69649115
17421972,1.92E-15,1.46E-17,-24.9248686,30.28011,-2.18909144,chr4(+):150853919-150868892
17419959,1.92E-15,1.47E-17,24.9199407,30.27584,3.06557903,chr4(+):135895394-135920215
17408856,1.93E-15,1.48E-17,24.9086826,30.26609,2.92553142,chr3(-):105925891-105932664
17284314,1.94E-15,1.49E-17,24.8977948,30.25665,6.46099992,chr12(-):113258702-113896976
17253055,1.97E-15,1.52E-17,24.8804393,30.24159,1.58722842,chr11(+):75650504-75674643
17312829,2.12E-15,1.64E-17,-24.7878354,30.16109,-1.50209833,chr15(+):78926725-78930465
17416955,2.12E-15,1.65E-17,24.7820997,30.15609,2.07862378,chr4(+):111415006-111460298
17290010,2.18E-15,1.69E-17,-24.7506388,30.12867,-3.63627608,chr13(+):113209659-113218104
17217566,2.18E-15,1.70E-17,-24.7464316,30.125,-1.48661833,chr1(+):135132725-135145320
17516691,2.28E-15,1.79E-17,-24.6873853,30.07343,-1.15000528,chr9(+):44981786-44987052
17385398,2.36E-15,1.85E-17,-24.6451346,30.03646,-4.73812086,chr2(-):58045113-58052864
17467471,2.38E-15,1.88E-17,24.6305772,30.02371,5.31902422,chr6(-):69700767-69701287
17233631,2.41E-15,1.90E-17,24.6148226,30.0099,4.44740664,--not in current csv annotation file
17284487,2.46E-15,1.95E-17,24.5841892,29.98302,4.42255219,chr12(-):114366526-114366954
17531482,2.63E-15,2.09E-17,24.5067059,29.91489,5.59548406,chr9(-):109847375-109849456
17214899,2.64E-15,2.11E-17,24.4955725,29.90508,3.92844936,chr1(+):85199611-85213772
17485609,2.65E-15,2.13E-17,24.4860727,29.89671,3.42305672,chr7(-):3735470-3915503
17544446,2.65E-15,2.14E-17,24.4802949,29.89162,2.15660744,chrX(-):134149043-134162076
17347650,2.65E-15,2.14E-17,24.48013,29.89147,2.63182806,chr17(-):83831354-83846790
17512809,2.91E-15,2.35E-17,24.3690633,29.79334,4.30621567,chr8(-):109575128-109579172
17305605,2.94E-15,2.38E-17,24.3569445,29.78261,2.56950808,chr14(-):45134448-45220328
17446930,3.24E-15,2.63E-17,24.2395287,29.67835,1.57265411,chr5(-):31253279-31291114
17467519,3.26E-15,2.65E-17,24.2312455,29.67097,5.31510972,chr6(-):70117061-70117617
17371201,3.32E-15,2.71E-17,24.2061927,29.64865,3.45767086,chr2(+):62664285-62694109
17363470,3.32E-15,2.72E-17,24.201862,29.64479,3.43400625,chr19(-):21391307-21473445
17331669,3.41E-15,2.81E-17,24.167512,29.61415,2.94791833,chr16(-):84954436-85173707
17467441,3.42E-15,2.82E-17,24.1602598,29.60768,5.39271494,chr6(-):69304834-69305363
17344064,3.53E-15,2.92E-17,24.1218816,29.57338,5.15886497,chr17(-):34856374-34862518
17467389,3.60E-15,2.98E-17,24.0970387,29.55115,5.2078935,chr6(-):68704508-68704978
17229620,3.62E-15,3.01E-17,24.0859612,29.54124,3.50717964,chr1(-):171051169-171064935
17219546,3.76E-15,3.13E-17,24.0412343,29.50114,1.91178539,chr1(+):172475358-172478575
17430413,3.76E-15,3.15E-17,-24.0362281,29.49665,-1.24535967,chr4(-):129548344-129573641
17526464,4.02E-15,3.37E-17,-23.958717,29.42698,-1.38661444,chr9(-):44998743-45009590
17517209,4.18E-15,3.52E-17,23.9102474,29.38331,4.10418056,chr9(+):51213690-51240079
17233022,4.31E-15,3.64E-17,23.8717453,29.34855,3.99840842,chr10(+):43579169-43584265
17311846,4.58E-15,3.87E-17,23.801255,29.28478,2.09635892,chr15(+):61985341-61990374
17457671,4.81E-15,4.08E-17,-23.7425502,29.23154,-2.88026814,chr6(+):41047556-41047995
17306071,4.88E-15,4.16E-17,23.7218104,29.21269,1.55762056,chr14(-):50926070-50930856
17306968,4.98E-15,4.26E-17,23.69571,29.18896,4.36271686,chr14(-):56082163-56085216
17284405,5.11E-15,4.39E-17,23.660688,29.15707,3.01586931,chr12(-):113736111-113736570
17283445,5.11E-15,4.40E-17,23.6584588,29.15504,3.90434283,chr12(-):102394084-102439813
17454179,5.11E-15,4.40E-17,23.657808,29.15445,2.61179703,chr5(-):137852147-137858049
17218186,5.19E-15,4.48E-17,-23.6384693,29.13682,-2.07468492,chr1(+):151571186-151721939
17445543,5.20E-15,4.51E-17,-23.6313319,29.13031,-1.85889086,chr5(-):8966033-8997324
17366170,5.37E-15,4.66E-17,23.592881,29.0952,1.76553744,chr19(-):61224402-61228418
17457802,5.50E-15,4.79E-17,-23.5641689,29.06895,-1.3988105,chr6(+):41543810-41543856
17284432,5.50E-15,4.80E-17,23.5602719,29.06539,4.2409775,chr12(-):113931953-113932382
17248019,5.52E-15,4.84E-17,23.5522828,29.05808,1.93521364,chr11(+):29373658-29510812
17338617,5.70E-15,5.00E-17,23.5143361,29.02332,3.63822925,chr17(+):55749984-55853662
17399802,5.86E-15,5.16E-17,-23.4804711,28.99225,-1.8916685,chr3(+):90603770-90606045
17501989,5.89E-15,5.20E-17,23.4715693,28.98408,1.93646397,chr8(+):70616844-70620850
17332932,6.10E-15,5.40E-17,-23.4305,28.94634,-2.79264428,chr17(+):6673458-6738044
17471828,6.13E-15,5.44E-17,23.4212958,28.93787,3.90833733,chr6(-):131219223-131247362
17467430,6.14E-15,5.46E-17,23.4165973,28.93355,5.42949092,chr6(-):69226854-69227383
17503841,6.19E-15,5.52E-17,23.4042671,28.9222,3.31269892,chr8(+):92855350-92919279
17284463,6.29E-15,5.63E-17,23.3835502,28.90311,3.93020625,chr12(-):114153184-114153644
17467540,6.32E-15,5.67E-17,23.3748565,28.8951,4.84224094,chr6(-):70335841-70336506
17467410,6.37E-15,5.73E-17,23.3631123,28.88427,4.22862764,chr6(-):68910411-68910938
17345134,6.38E-15,5.76E-17,-23.3586141,28.88012,-1.51996825,chr17(-):44496639-44814797
17262887,6.52E-15,5.90E-17,-23.3309769,28.85461,-1.41596006,chr11(-):54978962-55033471
17361814,6.61E-15,5.99E-17,-23.3139182,28.83885,-1.25079133,chr19(-):5849702-5875274
17500662,6.90E-15,6.28E-17,-23.2628995,28.79165,-3.58434186,chr8(+):40423815-40510268
17349601,7.01E-15,6.39E-17,23.2432769,28.77346,1.54703919,chr18(+):35829818-35861688
17485510,7.07E-15,6.46E-17,23.2307445,28.76184,3.04561917,chr7(-):3489076-3502552
17402319,7.39E-15,6.77E-17,23.1788842,28.7137,3.86863236,chr3(+):122464727-122464882
17440667,7.42E-15,6.82E-17,-23.1719856,28.70728,-1.12067483,chr5(+):112276691-112315361
17521300,7.49E-15,6.90E-17,-23.1581788,28.69444,-1.64667672,chr9(+):107296026-107302784
17453030,7.54E-15,6.97E-17,23.147544,28.68455,1.57074669,chr5(-):127595664-127632897
17498730,7.82E-15,7.25E-17,23.1046224,28.64457,3.89393917,chr8(+):3665762-3668905
17245223,7.99E-15,7.42E-17,23.0792273,28.62088,5.45778944,chr10(-):117277334-117282321
17254176,8.00E-15,7.45E-17,23.07415,28.61614,3.86493608,chr11(+):83175186-83190221
17260487,8.92E-15,8.33E-17,22.9527942,28.50257,2.12358181,chr11(-):8431652-8664535
17357591,9.04E-15,8.46E-17,-22.9355837,28.48642,-2.40097669,chr19(+):10740947-10786043
17495890,9.06E-15,8.51E-17,22.9297009,28.4809,4.46006411,chr7(-):121986722-122021222
17480829,9.37E-15,8.82E-17,22.8908685,28.4444,1.05900592,chr7(+):101348067-101412586
17470580,9.85E-15,9.29E-17,22.8342499,28.39108,3.30455444,chr6(-):122577792-122602444
17254300,9.95E-15,9.41E-17,22.8195968,28.37726,3.26469108,chr11(+):83746940-83752646
17462373,9.99E-15,9.47E-17,22.8125934,28.37065,2.35575306,chr6(+):120666421-120771191
17249097,1.00E-14,9.51E-17,22.8090267,28.36729,2.96260164,chr11(+):50025331-50104758
17451626,1.03E-14,9.80E-17,22.7756836,28.33579,2.51340675,chr5(-):114917318-114923277
17395155,1.03E-14,9.85E-17,22.7707093,28.33109,1.93560997,chr2(-):174427493-174439039
17398853,1.03E-14,9.89E-17,-22.7664238,28.32704,-1.11180939,chr3(+):87846755-87855722
17230611,1.07E-14,1.03E-16,-22.7203328,28.28341,-2.24029356,chr1(-):182467259-182517524
17243382,1.08E-14,1.04E-16,-22.7136308,28.27706,-2.59136358,chr10(-):81502313-81524225
17523659,1.09E-14,1.05E-16,-22.7009782,28.26507,-2.46899961,chr9(+):124121543-124147699
17336516,1.14E-14,1.10E-16,22.6524589,28.21902,2.19537281,chr17(+):34354822-34369493
17284628,1.14E-14,1.10E-16,22.6478362,28.21463,3.52938769,chr12(-):115623161-115623595
17467456,1.17E-14,1.14E-16,22.6113491,28.17993,2.15124717,chr6(-):69500254-69500545
17329877,1.18E-14,1.15E-16,22.6044987,28.17341,1.97281772,chr16(-):32821702-32877766
17462788,1.20E-14,1.17E-16,22.5859789,28.15577,2.99981606,chr6(+):123229843-123247024
17284439,1.26E-14,1.24E-16,22.5239435,28.09658,4.19622917,chr12(-):113981879-113982341
17289181,1.26E-14,1.24E-16,-22.5210673,28.09384,-1.83026719,chr13(+):93771679-93943016
17284596,1.30E-14,1.28E-16,22.4926019,28.06662,4.50798747,chr12(-):115312166-115312596
17233769,1.35E-14,1.33E-16,-22.4490591,28.02493,-1.40316708,chr10(+):62071022-62072571
17352036,1.37E-14,1.35E-16,22.4312879,28.0079,2.81084128,chr18(+):77794303-77882007
17459383,1.47E-14,1.46E-16,22.3491889,27.92902,4.54358811,chr6(+):70371469-70371993
17408897,1.49E-14,1.48E-16,22.3314649,27.91196,5.00087944,chr3(-):106147554-106167564
17347475,1.50E-14,1.49E-16,-22.3253092,27.90603,-1.88800353,chr17(-):80029487-80062334
17401345,1.50E-14,1.50E-16,-22.3178095,27.8988,-2.77796967,chr3(+):104781056-104786018
17228293,1.51E-14,1.51E-16,22.3123627,27.89355,2.55893267,chr1(-):154392519-154725920
17284645,1.58E-14,1.58E-16,22.2632625,27.84617,3.81895542,chr12(-):115833950-115834396
17248896,1.63E-14,1.64E-16,22.227133,27.81125,2.33451914,chr11(+):48826138-48851187
17404028,1.63E-14,1.65E-16,22.2192378,27.80361,2.25002683,chr3(-):8928626-9004723
17280310,1.68E-14,1.70E-16,-22.1892115,27.77453,-1.60216911,chr12(-):25093799-25096092
17469541,1.69E-14,1.72E-16,22.177079,27.76277,2.98868347,chr6(-):106710375-106749037
17548926,1.69E-14,1.72E-16,22.1753721,27.76112,1.84084214,chr1(+):85549687-85550577
17459315,1.69E-14,1.72E-16,22.1739156,27.7597,5.08719992,chr6(+):68016742-68017488
17214921,1.69E-14,1.73E-16,22.170952,27.75683,3.96485197,chr1(+):85599286-85599839
17341276,1.74E-14,1.78E-16,22.140082,27.72687,4.03526119,chr17(-):17876471-17883940
17271776,1.77E-14,1.81E-16,22.1189224,27.70632,2.77339722,chr11(-):115116214-115133992
17475322,1.80E-14,1.85E-16,22.0990356,27.68698,2.78078669,chr7(+):25627624-25629490
17492431,1.87E-14,1.93E-16,22.0555827,27.64467,3.38107233,chr7(-):79821803-79848210
17447379,1.89E-14,1.95E-16,22.0423966,27.63182,1.94626139,chr5(-):35697180-35729276
17394582,1.97E-14,2.04E-16,-21.9940298,27.5846,-1.73518372,chr2(-):166566342-166713832
17284457,2.00E-14,2.07E-16,21.9777539,27.56869,5.56952294,chr12(-):114109001-114109430
17339574,2.00E-14,2.08E-16,-21.9763995,27.56737,-1.50066981,chr17(+):73804841-73832093
17534470,2.00E-14,2.08E-16,-21.9749108,27.56591,-2.01359761,chrX(+):42502453-42523697
17526456,2.00E-14,2.09E-16,-21.9674552,27.55862,-1.06434889,chr9(-):44969572-44980431
17457794,2.02E-14,2.12E-16,-21.954543,27.54598,-1.35269178,chr6(+):41543223-41543271
17532569,2.10E-14,2.20E-16,21.9158396,27.50807,2.67298425,chr9(-):123962126-123968692
17212229,2.14E-14,2.25E-16,-21.8918474,27.48453,-2.71542011,chr1(+):40465552-40500854
17467232,2.16E-14,2.27E-16,-21.8814528,27.47432,-2.64292322,chr6(-):59352461-59426290
17368171,2.21E-14,2.33E-16,21.8543663,27.44771,2.60599136,chr2(+):25706879-25707721
17548236,2.21E-14,2.34E-16,21.8510965,27.4445,1.87419264,chr1_GL456212_random(+):95202-96092
17548924,2.21E-14,2.34E-16,21.8510965,27.4445,1.87419264,chr1(+):84963669-84964559
17401414,2.23E-14,2.37E-16,-21.8381416,27.43176,-2.52129886,chr3(+):105815567-105817359
17300177,2.25E-14,2.40E-16,-21.8261135,27.41992,-2.26666636,chr14(+):54181518-54181577
17516462,2.31E-14,2.47E-16,-21.7967035,27.39095,-1.81823747,chr9(+):44043384-44048579
17226618,2.33E-14,2.49E-16,21.7861743,27.38057,3.46332144,chr1(-):130429781-130437214
17284450,2.33E-14,2.50E-16,21.7823421,27.37679,3.345197,chr12(-):114059845-114060273
17357815,2.38E-14,2.56E-16,21.7593994,27.35416,1.37344194,chr19(+):12545740-12589768
17321768,2.40E-14,2.59E-16,-21.7455347,27.34047,-0.94313442,chr15(-):100644783-100669502
17467323,2.40E-14,2.59E-16,-21.7448708,27.33981,-2.70792464,chr6(-):67291318-67376188
17404217,2.43E-14,2.63E-16,21.7304344,27.32555,2.82736347,chr3(-):15795145-15848528
17393579,2.46E-14,2.68E-16,-21.7123693,27.30768,-1.54262239,chr2(-):156872457-156887192
17523642,2.51E-14,2.74E-16,-21.6881441,27.28371,-1.58777967,chr9(+):123806477-123811754
17222777,2.51E-14,2.74E-16,21.6873818,27.28295,3.67784683,chr1(-):45908070-45925594
17285586,2.51E-14,2.74E-16,21.6862128,27.28179,2.7137015,chr13(+):20794119-21024252
17548965,2.54E-14,2.78E-16,21.672217,27.26793,1.71594433,chr1(-):85484252-85485142
17475922,2.67E-14,2.94E-16,-21.6161723,27.21233,-1.22893644,chr7(+):28766735-28788665
17477391,2.67E-14,2.94E-16,21.6154517,27.21161,3.65192881,chr7(+):44225437-44229617
17351594,2.70E-14,2.98E-16,21.6018376,27.19808,2.20434031,chr18(+):69344146-69687967
17357659,2.70E-14,2.98E-16,-21.6011349,27.19738,-1.78220131,chr19(+):11443558-11463549
17330805,2.79E-14,3.09E-16,-21.5634296,27.15987,-2.75601572,chr16(-):48731910-48772138
17501579,2.95E-14,3.27E-16,21.5045641,27.10119,2.12272181,chr8(+):67956770-67978051
17342868,3.06E-14,3.41E-16,-21.4633023,27.05996,-1.66159153,chr17(-):28399095-28517524
17466319,3.29E-14,3.67E-16,-21.3863949,26.98292,-2.96260889,chr6(-):41557691-41558371
17228407,3.52E-14,3.93E-16,-21.3181226,26.91431,-1.33856433,chr1(-):155778146-155812899
17330751,3.52E-14,3.94E-16,-21.3137962,26.90996,-1.36318967,chr16(-):46035652-46120251
17419469,3.64E-14,4.08E-16,-21.2783453,26.87424,-1.27966167,chr4(+):132768332-132778752
17233273,3.67E-14,4.12E-16,21.2687334,26.86455,1.4574565,chr10(+):52233619-52321378
17247225,3.83E-14,4.31E-16,21.2227829,26.81815,3.39565775,chr11(+):9118008-9136170
17368009,3.86E-14,4.36E-16,-21.2125891,26.80785,-1.34660606,chr2(+):25428674-25448540
17381026,4.03E-14,4.56E-16,-21.1673833,26.76209,-0.95298897,chr2(+):181381235-181383628
17213490,4.04E-14,4.58E-16,-21.1618797,26.75652,-3.19811022,chr1(+):60977914-61000320
17284591,4.06E-14,4.61E-16,21.1555873,26.75014,2.66225131,chr12(-):115242802-115243095
17468933,4.08E-14,4.65E-16,21.1463081,26.74073,1.36822058,chr6(-):90659598-90810123
17467543,4.16E-14,4.75E-16,21.1243809,26.71848,2.19222392,chr6(-):70340876-70341180
17262209,4.18E-14,4.78E-16,21.1189796,26.713,3.55408314,chr11(-):48887422-48902152
17338734,4.39E-14,5.03E-16,-21.0676394,26.66081,-1.59271522,chr17(+):56162477-56173955
17327557,4.88E-14,5.61E-16,20.9583046,26.54927,2.33001011,chr16(+):97536081-97560970
17329819,4.90E-14,5.64E-16,20.9519872,26.54281,1.41335811,chr16(-):32142785-32165594
17337741,4.92E-14,5.68E-16,20.945342,26.53601,2.34101586,chr17(+):43016555-43089188
17439687,4.95E-14,5.72E-16,-20.9388197,26.52933,-2.15896936,chr5(+):103425192-103598361
17416234,5.00E-14,5.80E-16,20.9247138,26.51489,2.18097447,chr4(+):105157347-105232767
17459294,5.32E-14,6.18E-16,20.8611122,26.44965,4.31931219,chr6(+):67724914-67725661
17300139,5.35E-14,6.23E-16,-20.8533053,26.44163,-2.66093022,chr14(+):54158505-54158569
17310808,5.37E-14,6.26E-16,-20.8474958,26.43566,-1.41822775,chr15(+):31224385-31274338
17519282,5.37E-14,6.28E-16,-20.8453197,26.43343,-1.64589136,chr9(+):73044865-73097592
17340197,5.43E-14,6.36E-16,-20.8323579,26.4201,-4.01493692,chr17(+):86753864-86833410
17525177,5.79E-14,6.79E-16,-20.7672758,26.35307,-1.39157058,chr9(-):27004502-27030094
17292174,6.21E-14,7.30E-16,-20.6948631,26.27825,-1.86978817,chr13(-):45549755-45964991
17495988,6.31E-14,7.43E-16,20.6781238,26.26092,1.49504847,chr7(-):123279149-123369915
17286905,6.31E-14,7.45E-16,20.6748297,26.25751,1.80859503,chr13(+):43785107-43803132
17543691,6.34E-14,7.50E-16,20.6683878,26.25084,1.98981575,chrX(-):102513975-102644246
17457712,6.47E-14,7.67E-16,-20.6464315,26.22808,-2.59749261,chr6(+):41178589-41179048
17252013,6.58E-14,7.82E-16,-20.6274632,26.2084,-0.98157131,chr11(+):70432637-70440828
17284519,6.58E-14,7.83E-16,20.6261739,26.20706,4.48832158,chr12(-):114657356-114657777
17452294,6.76E-14,8.06E-16,20.5970291,26.17678,1.60407439,chr5(-):121815648-121836859
17284356,6.79E-14,8.12E-16,20.5900968,26.16958,5.22982522,chr12(-):113429085-113429132
17467424,6.97E-14,8.35E-16,20.5625137,26.14088,2.90667653,chr6(-):69184826-69185361
17244949,6.98E-14,8.37E-16,-20.5595719,26.13782,-1.02153508,chr10(-):111985448-112002631
17457790,7.03E-14,8.45E-16,-20.5506862,26.12856,-0.90945972,chr6(+):41542754-41542803
17459318,7.51E-14,9.06E-16,20.4815376,26.05642,2.16883506,chr6(+):68036818-68037318
17347236,7.51E-14,9.07E-16,20.4811333,26.056,2.4169395,chr17(-):74426295-74459108
17219264,7.58E-14,9.17E-16,20.4702556,26.04463,0.98729217,chr1(+):171270328-171276896
17444961,7.94E-14,9.63E-16,20.422584,25.99474,5.04415433,chr5(+):149265058-149288047
17407947,7.98E-14,9.68E-16,20.4168016,25.98868,2.71619219,chr3(-):95883954-95892005
17470031,8.26E-14,1.00E-15,20.3810425,25.95117,2.32398742,chr6(-):116410071-116461178
17212211,8.35E-14,1.02E-15,-20.3675972,25.93706,-3.89812653,chr1(+):40429570-40465415
17522555,8.35E-14,1.02E-15,20.3663147,25.93571,3.79420439,chr9(+):111019292-111042766
17226622,8.63E-14,1.06E-15,20.3320093,25.89964,4.31708022,chr1(-):130439027-130462744
17320967,8.64E-14,1.06E-15,20.327047,25.89442,2.01765822,chr15(-):97244074-97247287
17462644,8.64E-14,1.06E-15,-20.3265939,25.89395,-2.36387031,chr6(+):122294191-122296237
17284650,8.85E-14,1.09E-15,20.3018629,25.86791,5.0578685,chr12(-):115861867-115862160
17472030,8.87E-14,1.09E-15,20.2970656,25.86285,2.14395619,chr6(-):134715470-134792628
17320103,8.91E-14,1.10E-15,-20.2905879,25.85603,-2.01532047,chr15(-):85898758-86033777
17419277,8.91E-14,1.10E-15,20.2887765,25.85412,2.76877225,chr4(+):130792537-130826319
17364948,9.27E-14,1.15E-15,20.249164,25.81232,0.94566497,chr19(-):43663801-43674881
17248809,9.50E-14,1.18E-15,-20.2226991,25.78436,-3.75444964,chr11(+):46454931-46481255
17235748,9.69E-14,1.21E-15,-20.2024444,25.76293,-1.05945536,chr10(+):81559494-81566364
17441504,1.00E-13,1.25E-15,-20.1655993,25.7239,-2.16102892,chr5(+):118027743-118061878
17395801,1.01E-13,1.27E-15,20.1545834,25.71222,1.77290814,chr2(-):181227615-181242027
17350982,1.02E-13,1.28E-15,20.1432545,25.7002,5.66075172,chr18(+):60803848-60812652
17438597,1.04E-13,1.30E-15,20.1281421,25.68416,2.66389692,chr5(+):86079766-86079935
17475942,1.04E-13,1.31E-15,-20.1207787,25.67634,-1.35033131,chr7(+):28788969-28798965
17338540,1.04E-13,1.32E-15,-20.1188807,25.67432,-1.82807044,chr17(+):52149290-52163048
17333731,1.07E-13,1.36E-15,20.0901204,25.64374,5.68090028,chr17(+):17887824-17971677
17464534,1.08E-13,1.37E-15,20.0794675,25.63241,0.98324925,chr6(-):3372257-3399571
17467531,1.24E-13,1.57E-15,19.9478708,25.49192,3.99206133,chr6(-):70216858-70217421
17301802,1.26E-13,1.61E-15,-19.9270762,25.46964,-1.35152636,chr14(+):70766036-70778495
17427033,1.27E-13,1.62E-15,-19.9179796,25.45989,-0.72460653,chr4(-):87769925-88033407
17521159,1.28E-13,1.64E-15,-19.9081284,25.44932,-1.06859231,chr9(+):106203108-106215392
